Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
d910-d950;D;d9101;Ametlikud ühendused;Professionaalsetes või muudes eksklusiivsetes ühiskondlikes ühendustes osalemine, nagu advokaatide, arstide või akadeemikute ühendused.;;;
d910-d950;D;d9102;Tseremooniad;Ilmalikes või seltskondlikes tseremooniates osalemine, nagu pulmad, matused või initsiatsiooniriitused.;;;
d910-d950;D;d9108;TT ühendustes osalemine;;;;
d910-d950;D;d9109;Tta ühendustes osalemine;;;;
d910-d950;D;d920;Puhkus ja vaba aeg;"Osavõtt mitmesugustest mängudest, puhkuse või vaba aja tegevusest, nagu organiseeritud või organiseerimata mängud või sport, füüsilise vormi, lõõgastuse, meelelahutuse või lõbustuse tagamise programmid; kunstigalerii, muuseumi, kino või teatri külastamine";K.a: mängud, sport, kunst ja kultuur, käsitöö, hobid ja seltskondlik suhtlemine;"V.a: loomadega ratsutamine (d480); tasustatav ja tasustamata töö (d850 ja d855); religioon ja spirituaalsus (d930); poliitikaelu ja kodakondsus (d950)";
d910-d950;D;d9200;Mängud;"Osalemine reeglitega, reegliteta või organiseerimata mängudes ja spontaanses meelelahutuses, nagu male- või kaardimängus; laste mängimine.";;;
d910-d950;D;d9201;Sport;Kas üksi või rühmas osalemine mitteametlikes või ametlikult korraldatud võistlusmängudes või spordisündmustes, nagu keegli- või jalgpallimängus või võimlemisetendusel.;;;
d910-d950;D;d9202;Kunst ja kultuur;Kultuurielus osalemine, kaunite kunstidega tegelemine või nende nautimine, nagu teatris, kinos, muuseumis või kunstigaleriis käimine või teatrietenduses kaasalöömine, enese lõbuks lugemine või pillimängimine.;;;
d910-d950;D;d9203;Käsitöö;Käsitöö harrastamine, nagu keraamikaga tegelemine või kudumine.;;;
d910-d950;D;d9204;Hobid;Ajaviitetegevuste harrastamine, nagu markide, müntide või antiikesemete kogumine.;;;
d910-d950;D;d9205;Seltskondlik elu;Mitteametlikud või juhuslikud kokkusaamised teiste inimestega, nagu sõprade või sugulaste külastamine või mitteametlik kohtumine avalikes kohtades.;;;
d910-d950;D;d9208;TT puhkus ja vaba aeg;;;;
d910-d950;D;d9209;Tta puhkus ja vaba aeg;;;;
d910-d950;D;d930;Religioon ja spirituaalsus;"Religioossetest ja spirituaalsetest tegevustest, ühendustest ja kombetalitustest osavõtmine eneseteostuse eesmärgil; elu mõtte, religioosse või vaimse väärtuse  leidmiseks ja jumaliku võimuga ühenduse saamiseks, nagu see on kirikus, templis, moğees või sünagoogis";K.a: traditsiooniline religioon ja spirituaalsus;;
d910-d950;D;d9300;Traditsiooniline religioon;Osalemine traditsioonilistes religioossetes tseremooniates, tegevustes ja sündmustes;;;
d910-d950;D;d9301;Spirituaalsus;Osalemine spirituaalsetes tegevustes või sündmustes väljaspool traditsioonilist religiooni.;;;
d910-d950;D;d9308;TT religioon ja spirituaalsus;;;;
d910-d950;D;d9309;Tta religioon ja spirituaalsus;;;;
d910-d950;D;d940;Inimõigused;Rahvuslikul ja rahvusvahelisel tasandil tunnustatud õiguste omamine, mis on inimestele omistatud vaid inimeseks olemise alusel, nagu inimõigusi on tunnistatud ÜRO Inimõiguste Ülddeklaratsiooniga (1948) ja ÜRO Puuetega Inimestele Võrdsete Võimaluste Loomise Konventsiooniga;;V.a: poliitikaelu ja kodakondsus (d950);
d910-d950;D;d950;Poliitikaelu ja kodakondsus;Kodaniku osalemine sotsiaal- ja poliitikaelus ning valitsusalal, omades seaduslikku kodanikuseisust ja nautides selle rolliga kaasnevaid õigusi, kaitset, privileege ja kohustusi, nagu valimisõigus ja õigus kandideerida poliitilisele ametikohale;;V.a: inimõigused (d940);
d910-d950;D;d998;TT ühendustes osalemine, seltskonna- ja kodanikuelu;;;;
d910-d950;D;d999;TT ühendustes osalemine, seltskonna- ja kodanikuelu;;;;
NULL;S;s;ORGANISMI STRUKTUURID;;;;
s;S;s1;NÄRVISÜSTEEMI STRUKTUURID;;;;
s1;s;s110-s150;NULL;;;;
s110-s150;S;s110;Peaaju struktuur;;;;
s110-s150;S;s1100;Suuraju sagarad;;;;
s110-s150;S;s11000;Otsmikusagar;;;;
s110-s150;S;s11001;Oimusagar;;;;
s110-s150;S;s11002;Kiirusagar;;;;
s110-s150;S;s11003;Kuklasagar;;;;
s110-s150;S;s11008;TT suuraju struktuur;;;;
s110-s150;S;s11009;Tta suuraju struktuur;;;;
s110-s150;S;s1101;Keskaju struktuur;;;;
s110-s150;S;s1102;Vaheaju struktuur;;;;
s110-s150;S;s1103;Basaalganglionid ja nendega seotud struktuurid;;;;
s110-s150;S;s1104;Väikeaju struktuur;;;;
s110-s150;S;s1105;Ajutüve struktuur;;;;
s110-s150;S;s11050;Piklikaju;;;;
s110-s150;S;s11051;Sild (Pons);;;;
s110-s150;S;s11058;TT ajutüve struktuur;;;;
s110-s150;S;s11059;Tta ajutüve struktuur;;;;
s110-s150;S;s1106;Peaaju- e kraniaalnärvide struktuur;;;;
s110-s150;S;s1108;TT peaaju struktuur;;;;
s110-s150;S;s1109;Tta peaaju struktuur;;;;
s110-s150;S;s120;Seljaaju ja sellega seotud struktuurid;;;;
s110-s150;S;s1200;Seljaaju struktuur;;;;
s110-s150;S;s12000;Seljaaju kaela- e tservikaalosa;;;;
s110-s150;S;s12001;Seljaaju rindkere- e torakaalosa;;;;
s110-s150;S;s12002;Seljaaju nimmeristluu- e lumbosakraalosa;;;;
s110-s150;S;s12003;Hobusaba;;;;
s110-s150;S;s12008;TT seljaaju struktuur;;;;
s110-s150;S;s12009;Tta seljaaju struktuur;;;;
s110-s150;S;s1201;Seljaajunärvid;;;;
s110-s150;S;s1208;TT seljaaju ja sellega seotud struktuurid;;;;
s110-s150;S;s1209;Tta seljaaju ja sellega seotud struktuurid;;;;
s110-s150;S;s130;Ajukelmete struktuur;;;;
s110-s150;S;s140;Sümpaatilise närvisüsteemi struktuur;;;;
s110-s150;S;s150;Parasümpaatilise närvisüsteemi struktuur;;;;
s110-s150;S;s198;TT närvisüsteemi struktuur;;;;
s110-s150;S;s199;Tta närvisüsteemi struktuur;;;;
s;S;s2;SILM, KÕRV JA NENDEGA SEOTUD STRUKTUURID;;;;
s2;S;s210-s260;;;;;
s210-s260;S;s210;Silmakoopa struktuur;;;;
s210-s260;S;s220;Silmamuna struktuur;;;;
s210-s260;S;s2200;Silma sidekest, kõvakest, soonkest;;;;
s210-s260;S;s2201;Sarvkest e kornea;;;;
s210-s260;S;s2202;Vikerkest e iiris;;;;
s210-s260;S;s2203;Võrkkest e reetina;;;;
s210-s260;S;s2204;Silmalääts;;;;
s210-s260;S;s2205;Klaaskeha;;;;
s210-s260;S;s2208;TT silmamuna struktuur;;;;
s210-s260;S;s2209;Tta silmamuna struktuur;;;;
s210-s260;S;s230;Silmaümbruse struktuurid;;;;
s210-s260;S;s2300;Pisaranääre ja sellega seotud struktuurid;;;;
s210-s260;S;s2301;Silmalaug;;;;
s210-s260;S;s2302;Silmakulm;;;;
s210-s260;S;s2303;Välimised silmalihased;;;;
s210-s260;S;s2308;TT silmaümbruse struktuurid;;;;
s210-s260;S;s2309;Tta silmaümbruse struktuurid;;;;
s210-s260;S;s240;Väliskõrva struktuur;;;;
s210-s260;S;s250;Keskkõrva struktuur;;;;
s210-s260;S;s2500;Trummikile;;;;
s210-s260;S;s2501;Kuulmetõri;;;;
s210-s260;S;s2502;Kuulmeluukesed;;;;
s210-s260;S;s2508;TT keskkõrva struktuur;;;;
s210-s260;S;s2509;Tta keskkõrva struktuur;;;;
s210-s260;S;s260;Sisekõrva struktuur;;;;
s210-s260;S;s2600;Tigu;;;;
s210-s260;S;s2601;Vestibulaarlabürint;;;;
s210-s260;S;s2602;Poolringkanalid;;;;
s210-s260;S;s2603;Sisemine kuulmekäik;;;;
s210-s260;S;s2608;TT sisekõrva struktuur;;;;
s210-s260;S;s2609;Tta sisekõrva struktuur;;;;
s210-s260;S;s298;TT silm, kõrv ja nendega seotud struktuurid;;;;
s210-s260;S;s299;Tta silm, kõrv ja nendega seotud struktuurid;;;;
s;S;s3;HÄÄLE JA KÕNEGA SEOTUD STRUKTUURID;;;;
s3;S;s310-s340;;;;;
s310-s340;S;s310;Nina struktuur;;;;
s310-s340;S;s3100;Välisnina;;;;
s310-s340;S;s3101;Ninavahesein;;;;
s310-s340;S;s3102;Ninaõõs;;;;
s310-s340;S;s3108;TT ninastruktuur;;;;
s310-s340;S;s3109;Tta ninastruktuur;;;;
s310-s340;S;s320;Suu struktuur;;;;
s310-s340;S;s3200;Hambad;;;;
s310-s340;S;s3201;Igemed;;;;
s310-s340;S;s3202;Suulae struktuur;;;;
s310-s340;S;s32020;Kõva suulagi;;;;
s310-s340;S;s32021;Pehme suulagi;;;;
s310-s340;S;s3203;Keel;;;;
s310-s340;S;s3204;Huulte struktuur;;;;
s310-s340;S;s32040;Ülahuul;;;;
s310-s340;S;s32041;Alahuul;;;;
s310-s340;S;s3208;TT suu struktuur;;;;
s310-s340;S;s3209;Tta suu struktuur;;;;
s310-s340;S;s330;Neelu struktuur;;;;
s310-s340;S;s3300;Ninaneel;;;;
s310-s340;S;s3301;Suuneel;;;;
s310-s340;S;s3308;TT neelu struktuur;;;;
s310-s340;S;s3309;Tta neelu struktuur;;;;
s310-s340;S;s340;Kõri struktuur;;;;
s310-s340;S;s3400;Häälekurrud;;;;
s310-s340;S;s3408;TT kõri struktuur;;;;
s310-s340;S;s3409;Tta kõri struktuur;;;;
s310-s340;S;s398;TT hääle ja kõnega seotud struktuurid;;;;
s310-s340;S;s399;Tta hääle ja kõnega seotud struktuurid;;;;
s;S;s4;SÜDAME JA VERESOONKONNA, IMMUUN- JA HINGAMISSÜSTEEMI STRUKTUURID;;;;
s4;S;s410-s430;;;;;
s410-s430;S;s410;Südame ja veresoonkonna struktuur;;;;
s410-s430;S;s4100;Süda;;;;
s410-s430;S;s41000;Südamekojad;;;;
s410-s430;S;s41001;Südamevatsakesed;;;;
s410-s430;S;s41008;TT südame struktuurid;;;;
s410-s430;S;s41009;Tta südame struktuurid;;;;
s410-s430;S;s4101;Arterid;;;;
s410-s430;S;s4102;Veenid;;;;
s410-s430;S;s4103;Kapillaarid;;;;
s410-s430;S;s4108;TT südame ja veresoonkonna struktuur;;;;
s410-s430;S;s4109;Tta südame ja veresoonkonna struktuur;;;;
s410-s430;S;s420;Immuunsüsteemi struktuur;;;;
s410-s430;S;s4200;Lümfisooned;;;;
s410-s430;S;s4201;Lümfisõlmed;;;;
s410-s430;S;s4202;Harkelund e tüümus;;;;
s410-s430;S;s4203;Põrn;;;;
s410-s430;S;s4204;Luuüdi;;;;
s410-s430;S;s4208;TT immuunsüsteemi struktuur;;;;
s410-s430;S;s4209;Tta immuunsüsteemi struktuur;;;;
s410-s430;S;s430;Hingamissüsteemi struktuur;;;;
s410-s430;S;s4300;Hingetoru;;;;
s410-s430;S;s4301;Kopsud;;;;
s410-s430;S;s43010;Bronhiaalpuu;;;;
s410-s430;S;s43011;Alveoolid;;;;
s410-s430;S;s43018;TT kopsude struktuur;;;;
s410-s430;S;s43019;Tta kopsude struktuur;;;;
s410-s430;S;s4302;Rinnakorv;;;;
s410-s430;S;s4303;Hingamislihased;;;;
s410-s430;S;s43030;Roietevahelihased;;;;
s410-s430;S;s43031;Diafragma;;;;
s410-s430;S;s43038;TT hingamislihased;;;;
s410-s430;S;s43039;Tta hingamislihased;;;;
s410-s430;S;s4308;TT hingamissüsteemi struktuur;;;;
s410-s430;S;s4309;Tta hingamissüsteemi struktuur;;;;
s410-s430;S;s498;TT südame ja veresoonkonna, immuun- ja hingamissüsteemi struktuurid;;;;
s410-s430;S;s499;Tta südame ja veresoonkonna, immuun- ja hingamissüsteemi struktuurid;;;;
s;S;s5;SEEDE-, AINEVAHETUS- JA ENDOKRIINSÜSTEEMIGA SEOTUD STRUKTUURID;;;;
s5;S;s510-s580;;;;;
s510-s580;S;s510;Süljenäärmete struktuur;;;;
s510-s580;S;s520;Söögitoru struktuur;;;;
s510-s580;S;s530;Mao struktuur;;;;
s510-s580;S;s540;Soolestiku struktuur;;;;
s510-s580;S;s5400;Peensoole struktuur;;;;
s510-s580;S;s5401;Jämesoole struktuur;;;;
s510-s580;S;s5408;TT soolestiku struktuur;;;;
s510-s580;S;s5409;Tta soolestiku struktuur;;;;
s510-s580;S;s550;Kõhunäärme e pankrease struktuur;;;;
s510-s580;S;s560;Maksa struktuur;;;;
s510-s580;S;s570;Sapipõie ja -juhade struktuur;;;;
s510-s580;S;s580;Endokriinnäärmete struktuur;;;;
s510-s580;S;s5800;Ajuripats e hüpofüüs;;;;
s510-s580;S;s5801;Kilpnääre;;;;
s510-s580;S;s5802;Kõrvalkilpnääre;;;;
s510-s580;S;s5803;Neerupealis;;;;
s510-s580;S;s5808;TT endokriinnäärmete struktuur;;;;
s510-s580;S;s5809;Tta endokriinnäärmete struktuur;;;;
s510-s580;S;s598;TT seede-, ainevahetus- ja endokriinsüsteemiga seotud struktuurid;;;;
s510-s580;S;s599;Tta seede-, ainevahetus- ja endokriinsüsteemiga seotud struktuurid;;;;
s;S;s6;UROGENITAAL- JA REPRODUKTIIVSÜSTEEMIGA SEOTUD STRUKTUURID;;;;
s6;S;s610-s630;;;;;
s610-s630;S;s610;Kuseeritussüsteemi struktuur;;;;
s610-s630;S;s6100;Neerud;;;;
s610-s630;S;s6101;Kusejuha;;;;
s610-s630;S;s6102;Kusepõis;;;;
s610-s630;S;s6103;Kusiti e ureetra;;;;
s610-s630;S;s6108;TT kuseeritussüsteemi struktuur;;;;
s610-s630;S;s6109;Tta kuseeritussüsteemi struktuur;;;;
s610-s630;S;s620;Vaagnapõhja struktuur;;;;
s610-s630;S;s630;Reproduktiivsüsteemi struktuur;;;;
s610-s630;S;s6300;Munasari;;;;
s610-s630;S;s6301;Emaka struktuur;;;;
s610-s630;S;s63010;Emakakeha;;;;
s610-s630;S;s63011;Emakakael;;;;
s610-s630;S;s63012;Munajuhad;;;;
s610-s630;S;s63018;TT emaka struktuur;;;;
s610-s630;S;s63019;Tta emaka struktuur;;;;
s610-s630;S;s6302;Rind ja rinnanibu;;;;
s610-s630;S;s6303;Tupe ja väliste suguelundite struktuur;;;;
s610-s630;S;s63030;Kliitor;;;;
s610-s630;S;s63031;Suured häbememokad;;;;
s610-s630;S;s63032;Väikesed häbememokad;;;;
s610-s630;S;s63033;Tupekanal;;;;
s610-s630;S;s6304;Munandid;;;;
s610-s630;S;s6305;Suguti (peenise) struktuur;;;;
s610-s630;S;s63050;Sugutilukk;;;;
s610-s630;S;s63051;Sugutikeha;;;;
s610-s630;S;s63058;TT suguti struktuur;;;;
s610-s630;S;s63059;Tta suguti struktuur;;;;
s610-s630;S;s6306;Eesnääre;;;;
s610-s630;S;s6308;TT reproduktiivsüsteemi struktuurid;;;;
s610-s630;S;s6309;Tta reproduktiivsüsteemi struktuurid;;;;
s610-s630;S;s698;TT urogenitaal- ja reproduktiivsüsteemiga seotud struktuurid;;;;
s610-s630;S;s699;Tta urogenitaal- ja reproduktiivsüsteemiga seotud struktuurid;;;;
s;S;s7;LIIKUMISEGA SEOTUD STRUKTUURID;;;;
s7;S;s710-s770;;;;;
s710-s770;S;s710;Pea ja kaela piirkonna struktuur;;;;
s710-s770;S;s7100;Ajukoljuluud;;;;
s710-s770;S;s7101;Näokoljuluud;;;;
s710-s770;S;s7102;Kaelapiirkonna luud;;;;
s710-s770;S;s7103;Pea ja kaela piirkonna liigesed;;;;
s710-s770;S;s7104;Pea ja kaela piirkonna lihased;;;;
s710-s770;S;s7105;Pea ja kaela piirkonna ligamendid ja fastsiad;;;;
s710-s770;S;s7108;TT pea ja kaela piirkonna struktuur;;;;
s710-s770;S;s7109;Tta pea ja kaela piirkonna struktuur;;;;
s710-s770;S;s720;Õlapiirkonna struktuur;;;;
s710-s770;S;s7200;Õlapiirkonna  luud;;;;
s710-s770;S;s7201;Õlapiirkonna liigesed;;;;
s710-s770;S;s7202;Õlapiirkonna lihased;;;;
s710-s770;S;s7203;Õlapiirkonna ligamendid ja fastsiad;;;;
s710-s770;S;s7208;TT õlapiirkonna struktuur;;;;
s710-s770;S;s7209;Tta õlapiirkonna struktuur;;;;
s710-s770;S;s730;Ülajäseme struktuur;;;;
s710-s770;S;s7300;Õlavarre struktuur;;;;
s710-s770;S;s73000;Õlavarre luud;;;;
s710-s770;S;s73001;Küünarliiges;;;;
s710-s770;S;s73002;Õlavarre lihased;;;;
s710-s770;S;s73003;Õlavarre ligamendid ja fastsiad;;;;
s710-s770;S;s73008;TT õlavarre struktuur;;;;
s710-s770;S;s73009;Tta õlavarre struktuur;;;;
s710-s770;S;s7301;Küünarvarre struktuur;;;;
s710-s770;S;s73010;Küünarvarre luud;;;;
s710-s770;S;s73011;Randmeliiges;;;;
s710-s770;S;s73012;Küünarvarre lihased;;;;
s710-s770;S;s73013;Küünarvarre ligamendid ja fastsiad;;;;
s710-s770;S;s73018;TT küünarvarre struktuur;;;;
s710-s770;S;s73019;TT küünarvarre struktuur;;;;
s710-s770;S;s7302;Käe struktuur;;;;
s710-s770;S;s73020;Kämblaluud;;;;
s710-s770;S;s73021;Kämbla ja sõrmede liigesed;;;;
s710-s770;S;s73022;Kämblalihased;;;;
s710-s770;S;s73023;Kämbla ligamendid ja fastsiad;;;;
s710-s770;S;s73028;TT käe struktuur;;;;
s710-s770;S;s73029;Tta käe struktuur;;;;
s710-s770;S;s7308;TT ülajäseme struktuur;;;;
s710-s770;S;s7309;Tta ülajäseme struktuur;;;;
s710-s770;S;s740;Vaagnapiirkond;;;;
s710-s770;S;s7400;Vaagnapiirkonna luud;;;;
s710-s770;S;s7401;Vaagnapiirkonna liigesed;;;;
s710-s770;S;s7402;Vaagnapiirkonna lihased;;;;
s710-s770;S;s7403;Vaagnapiirkonna ligamendid ja fastsia;;;;
s710-s770;S;s7408;TT vaagnapiirkonna struktuur;;;;
s710-s770;S;s7409;Tta vaagnapiirkonna struktuur;;;;
s710-s770;S;s750;Alajäseme struktuur;;;;
s710-s770;S;s7500;Reie struktuur;;;;
s710-s770;S;s75000;Reieluud;;;;
s710-s770;S;s75001;Puusaliiges;;;;
s710-s770;S;s75002;Reielihased;;;;
s710-s770;S;s75003;Reiesidemed ja reie fastsiad;;;;
s710-s770;S;s75008;TT reie struktuur;;;;
s710-s770;S;s75009;Tta reie struktuur;;;;
s710-s770;S;s7501;Sääre struktuur;;;;
s710-s770;S;s75010;Sääreluud;;;;
s710-s770;S;s75011;Põlveliiges;;;;
s710-s770;S;s75012;Säärelihased;;;;
s710-s770;S;s75013;Sääre ligamendid ja fastsiad;;;;
s710-s770;S;s75018;TT sääre struktuur;;;;
s710-s770;S;s75019;Tta sääre struktuur;;;;
s710-s770;S;s7502;Hüppeliigese piirkonna ja jalalaba struktuur;;;;
s710-s770;S;s75020;Pahkluu- ja jalalaba luud;;;;
s710-s770;S;s75021;Pahkluuliiges ja jalalaba ning varvaste liigesed;;;;
s710-s770;S;s75022;Pahkluu- ja jalalaba lihased;;;;
s710-s770;S;s75023;Pahkluu- ja jalalaba ligamendid ja fastsiad;;;;
s710-s770;S;s75028;TT hüppeliigese piirkonna ja jalalaba struktuur;;;;
s710-s770;S;s75029;Tta hüppeliigese piirkonna ja jalalaba struktuur;;;;
s710-s770;S;s7508;TT alajäseme struktuur;;;;
s710-s770;S;s7509;Tta alajäseme struktuur;;;;
s710-s770;S;s760;Kehatüve struktuur;;;;
s710-s770;S;s7600;Lülisamba struktuur;;;;
s710-s770;S;s76000;Lülisamba kaelaosa;;;;
s710-s770;S;s76001;Lülisamba rinnaosa;;;;
s710-s770;S;s76002;Lülisamba nimmeosa;;;;
s710-s770;S;s76003;Lülisamba ristluuosa;;;;
s710-s770;S;s76004;Õndraluu;;;;
s710-s770;S;s76008;TT lülisamba struktuur;;;;
s710-s770;S;s76009;Tta lülisamba struktuur;;;;
s710-s770;S;s7601;Kehatüve lihased;;;;
s710-s770;S;s7602;Kehatüve ligamendid ja fastsiad;;;;
s710-s770;S;s7608;TT kehatüve struktuur;;;;
s710-s770;S;s7609;Tta kehatüve struktuur;;;;
s710-s770;S;s770;Muud liikumisega seotud luude-lihaste struktuurid;;;;
s710-s770;S;s7700;Luude liikuvuse funktsioonid;;;;
s710-s770;S;s7701;Liigesed;;;;
s710-s770;S;s7702;Lihased;;;;
s710-s770;S;s7703;Tta liigestevälised ligamendid, fastsiad, lihastevälised, aponeuroosid, hoidesidemed e retinaakulid, vaheseinad, limapaunad;;;;
s710-s770;S;s7708;TT muud liikumisega seotud luude-lihaste struktuurid;;;;
s710-s770;S;s7709;Tta muud liikumisega seotud luude-lihaste struktuurid;;;;
s710-s770;S;s798;TT liikumisega seotud struktuurid;;;;
s710-s770;S;s799;Tta liikumisega seotud struktuurid;;;;
s;S;s8;NAHK JA NAHAGA SEOTUD STRUKTUURID;;;;
s8;S;s810-s840;;;;;
s810-s840;S;s810;Nahapiirkondade struktuur;;;;
s810-s840;S;s8100;Pea ja kaela piirkonna nahk;;;;
s810-s840;S;s8101;Õlapiirkonna nahk;;;;
s810-s840;S;s8102;Ülajäseme nahk;;;;
s810-s840;S;s8103;Vaagnapiirkonna nahk;;;;
s810-s840;S;s8104;Alajäseme nahk;;;;
s810-s840;S;s8105;Kehatüve- ja seljanahk;;;;
s810-s840;S;s8108;TT nahapiirkondade struktuur;;;;
s810-s840;S;s8109;Tta nahapiirkondade struktuur;;;;
s810-s840;S;s820;Nahanäärmete struktuur;;;;
s810-s840;S;s8201;Higinäärmed;;;;
s810-s840;S;s8202;Rasunäärmed;;;;
s810-s840;S;s8208;TT nahanäärmete struktuur;;;;
s810-s840;S;s8209;Tta nahanäärmete struktuur;;;;
s810-s840;S;s830;Küünte struktuur;;;;
s810-s840;S;s8300;Sõrmeküüned;;;;
s810-s840;S;s8301;Varbaküüned;;;;
s810-s840;S;s8308;TT küünte struktuur;;;;
s810-s840;S;s8309;Tta küünte struktuur;;;;
s810-s840;S;s840;Juuste struktuur;;;;
s810-s840;S;s898;TT nahk ja nahaga seotud struktuur;;;;
s810-s840;S;s899;Tta nahk ja nahaga seotud struktuur;;;;
e;;;Keskkonnategurid;Products and technology;;"This chapter is about the natural or human-made products or systems of
products, equipment and technology in an individual's immediate environment
that are gathered, created, produced or manufactured. The ISO 9999
classification of technical aids defines these as ""any product, instrument,
equipment or technical system used by a disabled person, especially produced or
generally available, preventing, compensating, monitoring, relieving or
neutralizing"" disability. It is recognized that any product or technology can be
assistive. (See ISO 9999: Technical aids for disabled persons - Classification
(second version); ISO/TC 173/SC 2; ISO/DIS 9999 (rev.).) For the purposes of
this classification of environmental factors, however, assistive products and
technology are defined more narrowly as any product, instrument, equipment or
technology adapted or specially designed for improving the functioning of a
disabled person.";
e1;;;I PEATÜKK TOOTED JA TEHNOLOOGIAD;"Chapter 1
Products and technology";"See peatükk käsitleb looduslikke või
inimeste valmistatud tooteid või
tootesüsteeme, sisseseadeid ja
tehnoloogiaid indiviidi vahetus ümbruses,
mida kogutakse, luuakse, toodetakse või
valmistatakse. ISO 9999 invaabivahendite
klassifikatsioon määratleb neid";;
e110;;;Toidu- ja muud ained isiklikuks tarvitamiseks;Products or substances for personal consumption;"Kõik looduslikud või tehislikud toiduained
või ained, mida kogutakse, töödeldakse või
valmistatakse suu kaudu manustamiseks.
K.a: toit ja ravimid";"Any natural or human-made object or substance gathered, processed or
manufactured for ingestion.
Inclusions: food and drugs";
e1100;;;Toit;Food;"Kõik looduslikud või inimeste tehtud tooted
või ained, mida kogutakse, töödeldakse või
valmistatakse söömiseks, nagu eri
koostisega toorelt, töödelduna või
valmistatuna kasutatavad toidud ja
vedelikud, taimed ning mineraalained
(vitamiinid ja muud lisandid)";"Any natural or human-made object or substance gathered,
processed or manufactured to be eaten, such as raw, processed
and prepared food and liquids of different consistencies, herbs
and minerals (vitamin and other supplements).";
e1101;;;Ravimid;Drugs;"Kõik looduslikud või tehislikud tooted või
ained, mida kogutakse, töödeldakse või
valmistatakse meditsiinilistel eesmärkidel,
nagu allopaatilised ravimid ja looduslikud
tervistusvahendid.";"Any natural or human-made object or substance gathered,
processed or manufactured for medicinal purposes, such as
allopathic and naturopathic medication.";
e1108;;;TT toidu- ja muud ained isiklikuks tarvitamiseks;"Products or substances for personal consumption, other
specified";;;
e1109;;;Tta toidu- ja muud ained isiklikuks tarvitamiseks;"Products or substances for personal consumption,
unspecified";;;
e115;;;Tooted ja tehnoloogiad igapäevaseks isiklikuks kasutamiseks;Products and technology for personal use in daily living;"Igapäevategevuses kasutatavad tooted,
tehnoloogiad ja varustus, k.a need, mis on
kohandatud või spetsiaalselt kavandatud ja
asuvad neid kasutava inimese sees, kehal
või läheduses.
K.a: tava- ja abivahendid ning
tehnoloogiad isiklikuks kasutamiseks";"Equipment, products and technologies used by people in daily activities,
including those adapted or specially designed, located in, on or near the
person using them.
Inclusions: general and assistive products and technology for personal use";
e1150;;;Tavavahendid ja -tehnoloogiad igapäevaseks isiklikuks kasutamiseks;"General products and technology for personal use in daily
living";"Igapäevategevuses kasutatavad tooted,
tehnoloogiad ja varustus, nagu riided,
tekstiilid, mööbel, kodutehnika,
puhastusvahendid ja -riistad, mida pole
kohandatud ega spetsiaalselt kavandatud.";"Equipment, products and technologies used by people in daily
activities, such as clothes, textiles, furniture, appliances,
cleaning products and tools, not adapted or specially designed";
e1151;;;Abivahendid ja -tehnoloogiad igapäevaseks isiklikuks kasutamiseks;"Assistive products and technology for personal use in daily
living";"Kohandatud või spetsiaalselt kavandatud
tooted, tehnoloogiad ja varustus, mis
aitavad inimesel igapäevaelus toime tulla,
nagu proteesid ja ortoosid,
neurostimulaatorid, ning ümbritseva keskkonna kontrollimise seadmed, mille eesmärgiks on hõlbustada indiviidi kontrolli koduste asjade üle.";"Adapted or specially designed equipment, products and
technologies that assist people in daily living, such as prosthetic
and orthotic devices, neural prostheses (e.g. functional
stimulation devices that control bowels, bladder, breathing and
heart rate), and environmental control units aimed at
facilitating individuals' control over their indoor setting
(scanners, remote control systems, voice-controlled systems,
timer switches).";
e1158;;;TT tooted ja tehnoloogiad igapäevaseks isiklikuks kasutamiseks;"Products and technology for personal use in daily living,
other specified";;;
e1159;;;Tta tooted ja tehnoloogiad igapäevaseks isiklikuks kasutamiseks;"Products and technology for personal use in daily living,
unspecified";;;
e120;;;Tooted ja tehnoloogiad isiklikuks liikumiseks ning transpordiks siseruumides ja väljas;"Products and technology for personal indoor and outdoor mobility
and transportation";"Varustus, tooted ja tehnoloogiad, mida
inimene kasutab hoonetes ja neist
väljaspool liikumisel, k.a need, mis on
kohandatud või spetsiaalselt kavandatud ja
asuvad nende kasutaja sees, kehal või
läheduses.
K.a: tava- ja abivahendid ning
tehnoloogiad isiklikuks liikumiseks ning
transpordiks siseruumides ja väljas";"Equipment, products and technologies used by people in activities of
moving inside and outside buildings, including those adapted or
specially designed, located in, on or near the person using them.
Inclusions: general and assistive products and technology for personal
indoor and outdoor mobility and transportation";
e1200;;;Tavavahendid ja - tehnoloogiad isiklikuks liikumiseks ning transpordiks siseruumides ja väljas;"General products and technology for personal indoor and
outdoor mobility and transportation";"Varustus, tooted ja tehnoloogiad, mida
inimene kasutab hoonetes ja neist
väljaspool liikumisel, nagu mootoriga ja
mootorita sõidukid, mida kasutatakse
inimeste transportimiseks maal, õhus ja
vees (nt bussid, sõiduautod, furgoonautod, muud mootorsõidukid ning loomveokid) ja mida pole kohandatud ega spetsiaalselt kavandatud";"Equipment, products and technologies used by people in
activities of moving inside and outside buildings, such as
motorized and non-motorized vehicles used for the
transportation of people over ground, water and air (e.g. buses,
cars, vans, other motor-powered vehicles and animal-powered
transporters), not adapted or specially designed.";
